shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
1,37.18263850634222,-3.608515913787377,10177
1,37.18248999729477,-3.608566269419261,10178
1,37.18194957205608,-3.608741500007351,10179
1,37.18180199585027,-3.608797802743304,10180
1,37.18162858540338,-3.608846899025924,10181
1,37.18142285293847,-3.608920470686697,10182
1,37.18132212085055,-3.60894844984221,10183
1,37.18126106745613,-3.608953453243323,10184
1,37.18119263497189,-3.608943653496489,10185
1,37.18115174465827,-3.608917254427129,10186
1,37.18109274077486,-3.60887236386626,10187
1,37.18103204374548,-3.608791971017322,10188
1,37.18092284414191,-3.6086650253547,10189
1,37.18077388947171,-3.608449626630483,10190
1,37.18068066487702,-3.608318000716485,10191
1,37.18056400059684,-3.608165246565327,10192
1,37.18048208170291,-3.608063442526428,10193
1,37.18041454646739,-3.60796558855828,10194
1,37.18031799919301,-3.607867714247054,10195
1,37.18026229383678,-3.607812513308134,10196
1,37.18019072397451,-3.607790872453086,10197
1,37.18012728280056,-3.607770525743429,10198
1,37.18005859653883,-3.607767872122246,10199
1,37.17996643395741,-3.607784152351741,10200
1,37.17986491172381,-3.607809282970826,10201
1,37.17976238832427,-3.607894030853358,10202
1,37.17969131137141,-3.607974545476347,10203
1,37.17954137739869,-3.608153708587544,10204
1,37.17908083164167,-3.608699358497589,10205
1,37.17838352821281,-3.609539018643732,10206
1,37.17819376801698,-3.609830863270976,10207
1,37.17801440686776,-3.610260796988584,10208
1,37.1779463426109,-3.610388743940527,10209
1,37.17785344438323,-3.610471096975099,10210
1,37.17771636970166,-3.610460917673367,10211
1,37.17758293075963,-3.610435121877248,10212
1,37.1774235736712,-3.610356711946969,10213
1,37.17564694235813,-3.609237661988161,10214
1,37.17431028038089,-3.60844767890772,10215
1,37.17296913327767,-3.607593050020181,10216
1,37.17134526262083,-3.606586736322121,10217
1,37.17040349183424,-3.605981047567109,10218
1,37.16987087749786,-3.605638062088391,10219
1,37.16789473850208,-3.604453223252218,10220
1,37.16587764230737,-3.603237013945403,10221
1,37.16504352342447,-3.602741592356869,10222
1,37.16352892373067,-3.601775089716109,10223
1,37.16331089671017,-3.601672745867564,10224
1,37.16312794272077,-3.601574689731923,10225
1,37.16286018942274,-3.601395113096361,10226
1,37.16252821407991,-3.601201824755298,10227
1,37.16220905547429,-3.601005453212981,10228
1,37.16194517904933,-3.600855981158807,10229
1,37.16173617073797,-3.600715761214271,10230
1,37.16153661097341,-3.600522200645249,10231
1,37.16134910739778,-3.600259823825098,10232
1,37.16122376100498,-3.599982262972547,10233
1,37.16113398883962,-3.599630243946068,10234
1,37.16105932312483,-3.59904944845221,10235
1,37.16074120410936,-3.596626964073875,10236
1,37.16064281329989,-3.595837293322886,10237
1,37.1605854645649,-3.595363038436633,10238
1,37.16054071967541,-3.595264664664075,10239
1,37.16049626302761,-3.595166520817216,10240
1,37.16041001585371,-3.5950941435699,10241
1,37.1603379996063,-3.595076277752694,10242
1,37.16019897516419,-3.59511158685101,10243
1,37.15982493531815,-3.595216276803197,10244
1,37.1595363039803,-3.595289145124254,10245
1,37.15931876338987,-3.59532346805696,10246
1,37.1591393976806,-3.595356523897685,10247
1,37.15892208844331,-3.595372458853929,10248
1,37.15869863133626,-3.595401432288061,10249
1,37.15792310080827,-3.595451449349074,10250
1,37.15784708754296,-3.595455007499898,10251
1,37.1577417518022,-3.595448559681299,10252
1,37.15763073943487,-3.595414599068537,10253
1,37.1575387649458,-3.595356160833636,10254
1,37.15740228868788,-3.595250350572173,10255
1,37.15728241244684,-3.595157356662611,10256
1,37.15709567536216,-3.59501569365027,10257
1,37.15650978596153,-3.594504450560887,10258
1,37.15613627803041,-3.59420616863267,10259
1,37.15599802181044,-3.594099355533414,10260
1,37.15586306997356,-3.594015145521601,10261
1,37.15559907609142,-3.593836997148717,10262
1,37.15505544210058,-3.593467057220926,10263
1,37.15484490299885,-3.593323116392969,10264
1,37.15460466418894,-3.593146842125476,10265
1,37.15446755890111,-3.59304243792721,10266
1,37.1542112174098,-3.59280224546559,10267
1,37.15400855685724,-3.592621132308188,10268
1,37.15387861265024,-3.592494026708483,10269
1,37.15378033310547,-3.592433146216135,10270
